Date,Rank,Title,Artist
2023-03-18,45,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-03-18,46,Snooze,SZA
2023-03-18,47,In The Bible,Morgan Wallen Featuring HARDY
2023-03-18,48,Neon Star (Country Boy Lullaby),Morgan Wallen
2023-03-18,49,Golden Hour,JVKE
2023-03-18,50,Shirt,SZA
2023-03-18,51,Me + All Your Reasons,Morgan Wallen
2023-03-18,52,I Deserve A Drink,Morgan Wallen
2023-03-18,53,F150-50,Morgan Wallen
2023-03-18,54,Tennessee Fan,Morgan Wallen
2023-03-18,55,Heart Like A Truck,Lainey Wilson
2023-03-18,56,Single Than She Was,Morgan Wallen
2023-03-18,57,Made You Look,Meghan Trainor
2023-03-18,58,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-03-18,59,Wine Into Water,Morgan Wallen
2023-03-18,60,On The Street,j-hope With J. Cole
2023-03-18,61,Days That End In Why,Morgan Wallen
2023-03-18,62,Painting Pictures,Superstar Pride
2023-03-18,63,180 (Lifestyle),Morgan Wallen
2023-03-18,64,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-03-18,65,Last Drive Down Main,Morgan Wallen
2023-03-18,66,Bloody Mary,Lady Gaga
2023-03-18,67,Favorite Song,Toosii
2023-03-18,68,Spin Bout U,Drake & 21 Savage
2023-03-18,69,Good Girl Gone Missin',Morgan Wallen
2023-03-18,70,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-03-18,71,Me To Me,Morgan Wallen
2023-03-18,72,Money On Me,Morgan Wallen
2023-03-18,73,Nobody Gets Me,SZA
2023-03-18,74,Love You Anyway,Luke Combs
2023-03-18,75,Had It,Morgan Wallen
2023-03-18,76,Outlook,Morgan Wallen
2023-03-18,77,Don't Think Jesus,Morgan Wallen
2023-03-18,78,Special,Lizzo Featuring SZA
2023-03-18,79,What He Didn't Do,Carly Pearce
2023-03-18,80,Ceilings,Lizzy McAlpine
2023-03-18,81,Wild As Her,Corey Kent
2023-03-18,82,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
2023-03-18,83,Handle On You,Parker McCollum
2023-03-18,84,Next Thing You Know,Jordan Davis
2023-03-18,85,In Ha Mood,Ice Spice
2023-03-18,86,Freestyle,Lil Baby
2023-03-18,87,Dawns,Zach Bryan Featuring Maggie Rogers
2023-03-18,88,Love Again,The Kid LAROI
2023-03-18,89,Private Landing,Don Toliver Featuring Justin Bieber & Future
2023-03-18,90,Que Vuelvas,Carin Leon X Grupo Frontera
2023-03-18,91,Tennessee Orange,Megan Moroney
2023-03-18,92,Low,SZA
2023-03-18,93,X Si Volvemos,Karol G x Romeo Santos
2023-03-18,94,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-03-18,95,Forever,Lil Baby Featuring Fridayy
2023-03-18,96,Nonsense,Sabrina Carpenter
2023-03-18,97,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-03-18,98,Lift Me Up,Rihanna
2023-03-18,99,You Didn't,Brett Young
2023-03-18,100,10:35,Tiesto Featuring Tate McRae
2023-03-25,1,Flowers,Miley Cyrus
2023-03-25,2,Last Night,Morgan Wallen
2023-03-25,3,Kill Bill,SZA
2023-03-25,4,Die For You,The Weeknd & Ariana Grande
2023-03-25,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-03-25,6,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-03-25,7,Anti-Hero,Taylor Swift
2023-03-25,8,Calm Down,Rema & Selena Gomez
2023-03-25,9,Thought You Should Know,Morgan Wallen
2023-03-25,10,You Proof,Morgan Wallen
2023-03-25,11,Rock And A Hard Place,Bailey Zimmerman
2023-03-25,12,Players,Coi Leray
2023-03-25,13,Unholy,Sam Smith & Kim Petras
2023-03-25,14,I'm Good (Blue),David Guetta & Bebe Rexha
2023-03-25,15,As It Was,Harry Styles
2023-03-25,16,Under The Influence,Chris Brown
2023-03-25,17,Thinkin' Bout Me,Morgan Wallen
2023-03-25,18,Just Wanna Rock,Lil Uzi Vert
2023-03-25,19,TQG,Karol G x Shakira
2023-03-25,20,One Thing At A Time,Morgan Wallen
2023-03-25,21,Thank God,Kane Brown With Katelyn Brown
2023-03-25,22,Cuff It,Beyonce
2023-03-25,23,Escapism,RAYE Featuring 070 Shake
2023-03-25,24,Sure Thing,Miguel
2023-03-25,25,Lavender Haze,Taylor Swift
2023-03-25,26,Rich Flex,Drake & 21 Savage
2023-03-25,27,"Going, Going, Gone",Luke Combs
2023-03-25,28,Until I Found You,Stephen Sanchez
2023-03-25,29,Everything I Love,Morgan Wallen
2023-03-25,30,Something In The Orange,Zach Bryan
2023-03-25,31,Ain't That Some,Morgan Wallen
2023-03-25,32,River,Miley Cyrus
2023-03-25,33,I Wrote The Book,Morgan Wallen
2023-03-25,34,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-03-25,35,Snooze,SZA
2023-03-25,36,Favorite Song,Toosii
2023-03-25,37,Red Ruby Da Sleeze,Nicki Minaj
2023-03-25,38,Heart Like A Truck,Lainey Wilson
2023-03-25,39,Shirt,SZA
2023-03-25,40,Golden Hour,JVKE
2023-03-25,41,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-03-25,42,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-03-25,43,Bloody Mary,Lady Gaga
2023-03-25,44,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-03-25,45,Spin Bout U,Drake & 21 Savage
2023-03-25,46,Made You Look,Meghan Trainor
2023-03-25,47,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-03-25,48,'98 Braves,Morgan Wallen
2023-03-25,49,Sunrise,Morgan Wallen
2023-03-25,50,Nobody Gets Me,SZA
2023-03-25,51,Cowgirls,Morgan Wallen Featuring ERNEST
2023-03-25,52,What He Didn't Do,Carly Pearce
2023-03-25,53,Painting Pictures,Superstar Pride
2023-03-25,54,Ceilings,Lizzy McAlpine
2023-03-25,55,Handle On You,Parker McCollum
2023-03-25,56,Jaded,Miley Cyrus
2023-03-25,57,Wild As Her,Corey Kent
2023-03-25,58,In Ha Mood,Ice Spice
2023-03-25,59,Special,Lizzo Featuring SZA
2023-03-25,60,Next Thing You Know,Jordan Davis
2023-03-25,61,Whiskey Friends,Morgan Wallen
2023-03-25,62,Love You Anyway,Luke Combs
2023-03-25,63,Devil Don't Know,Morgan Wallen
2023-03-25,64,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-03-25,65,Freestyle,Lil Baby
2023-03-25,66,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
2023-03-25,67,Born With A Beer In My Hand,Morgan Wallen
2023-03-25,68,Thousand Miles,Miley Cyrus Featuring Brandi Carlile
2023-03-25,69,Love Again,The Kid LAROI
2023-03-25,70,Dying Man,Morgan Wallen
2023-03-25,71,Dawns,Zach Bryan Featuring Maggie Rogers
2023-03-25,72,Lift Me Up,Rihanna
2023-03-25,73,Neon Star (Country Boy Lullaby),Morgan Wallen
2023-03-25,74,Tennessee Numbers,Morgan Wallen
2023-03-25,75,Tennessee Orange,Megan Moroney
2023-03-25,76,Tennessee Fan,Morgan Wallen
2023-03-25,77,Hope That's True,Morgan Wallen
2023-03-25,78,Nonsense,Sabrina Carpenter
2023-03-25,79,Yandel 150,Yandel & Feid
2023-03-25,80,Keith Whitley,Morgan Wallen
2023-03-25,81,Me + All Your Reasons,Morgan Wallen
2023-03-25,82,Forever,Lil Baby Featuring Fridayy
2023-03-25,83,Low,SZA
2023-03-25,84,Que Vuelvas,Carin Leon X Grupo Frontera
2023-03-25,85,I Deserve A Drink,Morgan Wallen
2023-03-25,86,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-03-25,87,You Didn't,Brett Young
2023-03-25,88,In The Bible,Morgan Wallen Featuring HARDY
2023-03-25,89,10:35,Tiesto Featuring Tate McRae
2023-03-25,90,Single Than She Was,Morgan Wallen
2023-03-25,91,Rose Colored Lenses,Miley Cyrus
2023-03-25,92,Por Las Noches,Peso Pluma
2023-03-25,93,Heaven,Niall Horan
2023-03-25,94,X Si Volvemos,Karol G x Romeo Santos
2023-03-25,95,PRC,Peso Pluma X Natanael Cano
2023-03-25,96,180 (Lifestyle),Morgan Wallen
2023-03-25,97,F150-50,Morgan Wallen
2023-03-25,98,Private Landing,Don Toliver Featuring Justin Bieber & Future
2023-03-25,99,Dancin' In The Country,Tyler Hubbard
2023-03-25,100,Wine Into Water,Morgan Wallen
2023-04-01,1,Flowers,Miley Cyrus
2023-04-01,2,Last Night,Morgan Wallen
2023-04-01,3,Kill Bill,SZA
2023-04-01,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-01,5,Die For You,The Weeknd & Ariana Grande
2023-04-01,6,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-04-01,7,Anti-Hero,Taylor Swift
2023-04-01,8,Calm Down,Rema & Selena Gomez
2023-04-01,9,Players,Coi Leray
2023-04-01,10,Rock And A Hard Place,Bailey Zimmerman
2023-04-01,11,Thought You Should Know,Morgan Wallen
2023-04-01,12,All Of The Girls You Loved Before,Taylor Swift
2023-04-01,13,You Proof,Morgan Wallen
2023-04-01,14,Under The Influence,Chris Brown
2023-04-01,15,As It Was,Harry Styles
2023-04-01,16,I'm Good (Blue),David Guetta & Bebe Rexha
2023-04-01,17,Lavender Haze,Taylor Swift
2023-04-01,18,Unholy,Sam Smith & Kim Petras
2023-04-01,19,Just Wanna Rock,Lil Uzi Vert
2023-04-01,20,Thinkin' Bout Me,Morgan Wallen
2023-04-01,21,Favorite Song,Toosii
2023-04-01,22,TQG,Karol G x Shakira
2023-04-01,23,Sure Thing,Miguel
2023-04-01,24,Escapism,RAYE Featuring 070 Shake
2023-04-01,25,One Thing At A Time,Morgan Wallen
2023-04-01,26,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-04-01,27,Rich Flex,Drake & 21 Savage
2023-04-01,28,Thank God,Kane Brown With Katelyn Brown
2023-04-01,29,Until I Found You,Stephen Sanchez
2023-04-01,30,"Set Me Free, Pt. 2",Jimin
2023-04-01,31,Cuff It,Beyonce
2023-04-01,32,"Going, Going, Gone",Luke Combs
2023-04-01,33,Something In The Orange,Zach Bryan
2023-04-01,34,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-04-01,35,Heart Like A Truck,Lainey Wilson
2023-04-01,36,Snooze,SZA
2023-04-01,37,What He Didn't Do,Carly Pearce
2023-04-01,38,Everything I Love,Morgan Wallen
2023-04-01,39,Ain't That Some,Morgan Wallen
2023-04-01,40,Spin Bout U,Drake & 21 Savage
2023-04-01,41,Bloody Mary,Lady Gaga
2023-04-01,42,Golden Hour,JVKE
2023-04-01,43,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-04-01,44,Shirt,SZA
2023-04-01,45,5 Leaf Clover,Luke Combs
2023-04-01,46,I Wrote The Book,Morgan Wallen
2023-04-01,47,Red Ruby Da Sleeze,Nicki Minaj
2023-04-01,48,Painting Pictures,Superstar Pride
2023-04-01,49,Love You Anyway,Luke Combs
2023-04-01,50,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-04-01,51,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-04-01,52,Nobody Gets Me,SZA
2023-04-01,53,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-04-01,54,Cowgirls,Morgan Wallen Featuring ERNEST
2023-04-01,55,Next Thing You Know,Jordan Davis
2023-04-01,56,Ceilings,Lizzy McAlpine
2023-04-01,57,Wild As Her,Corey Kent
2023-04-01,58,Handle On You,Parker McCollum
2023-04-01,59,River,Miley Cyrus
2023-04-01,60,In Ha Mood,Ice Spice
2023-04-01,61,'98 Braves,Morgan Wallen
2023-04-01,62,Sunrise,Morgan Wallen
2023-04-01,63,Special,Lizzo Featuring SZA
2023-04-01,64,Freestyle,Lil Baby
2023-04-01,65,Love Again,The Kid LAROI
2023-04-01,66,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-04-01,67,Eat Your Young,Hozier
2023-04-01,68,Tennessee Orange,Megan Moroney
2023-04-01,69,Nonsense,Sabrina Carpenter
2023-04-01,70,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-04-01,71,Yandel 150,Yandel & Feid
2023-04-01,72,Por Las Noches,Peso Pluma
2023-04-01,73,PRC,Peso Pluma X Natanael Cano
2023-04-01,74,Forever,Lil Baby Featuring Fridayy
2023-04-01,75,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
2023-04-01,76,Dawns,Zach Bryan Featuring Maggie Rogers
2023-04-01,77,La Bebe,Yng Lvcas x Peso Pluma
2023-04-01,78,Que Vuelvas,Carin Leon X Grupo Frontera
2023-04-01,79,Dying Man,Morgan Wallen
2023-04-01,80,Whiskey Friends,Morgan Wallen
2023-04-01,81,Low,SZA
2023-04-01,82,Heaven,Niall Horan
2023-04-01,83,Dancin' In The Country,Tyler Hubbard
2023-04-01,84,El Gordo Trae El Mando,Chino Pacas
2023-04-01,85,10:35,Tiesto Featuring Tate McRae
2023-04-01,86,Devil Don't Know,Morgan Wallen
2023-04-01,87,Coco Chanel,Eladio Carrion & Bad Bunny
2023-04-01,88,ICU,Coco Jones
2023-04-01,89,You Didn't,Brett Young
2023-04-01,90,Neon Star (Country Boy Lullaby),Morgan Wallen
2023-04-01,91,Human,Cody Johnson
2023-04-01,92,Moonlight,Kali Uchis
2023-04-01,93,Gold,Dierks Bentley
2023-04-01,94,Born With A Beer In My Hand,Morgan Wallen
2023-04-01,95,Death,Melanie Martinez
2023-04-01,96,Nasty,Russ
2023-04-01,97,Jaded,Miley Cyrus
2023-04-01,98,Here With Me,d4vd
2023-04-01,99,Me + All Your Reasons,Morgan Wallen
2023-04-01,100,Cupid,Fifty Fifty
2023-04-08,1,Like Crazy,Jimin
2023-04-08,2,Flowers,Miley Cyrus
2023-04-08,3,Last Night,Morgan Wallen
2023-04-08,4,Kill Bill,SZA
2023-04-08,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-08,6,Die For You,The Weeknd & Ariana Grande
2023-04-08,7,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-04-08,8,Calm Down,Rema & Selena Gomez
2023-04-08,9,Anti-Hero,Taylor Swift
2023-04-08,10,Players,Coi Leray
2023-04-08,11,You Proof,Morgan Wallen
2023-04-08,12,As It Was,Harry Styles
2023-04-08,13,Rock And A Hard Place,Bailey Zimmerman
2023-04-08,14,Under The Influence,Chris Brown
2023-04-08,15,I'm Good (Blue),David Guetta & Bebe Rexha
2023-04-08,16,Lavender Haze,Taylor Swift
2023-04-08,17,Favorite Song,Toosii
2023-04-08,18,Sure Thing,Miguel
2023-04-08,19,Thought You Should Know,Morgan Wallen
2023-04-08,20,Thinkin' Bout Me,Morgan Wallen
2023-04-08,21,Just Wanna Rock,Lil Uzi Vert
2023-04-08,22,Escapism,RAYE Featuring 070 Shake
2023-04-08,23,Unholy,Sam Smith & Kim Petras
2023-04-08,24,Love You Anyway,Luke Combs
2023-04-08,25,One Thing At A Time,Morgan Wallen
2023-04-08,26,Eyes Closed,Ed Sheeran
2023-04-08,27,Something In The Orange,Zach Bryan
2023-04-08,28,TQG,Karol G x Shakira
2023-04-08,29,Thank God,Kane Brown With Katelyn Brown
2023-04-08,30,Rich Flex,Drake & 21 Savage
2023-04-08,31,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-04-08,32,Heart Like A Truck,Lainey Wilson
2023-04-08,33,5 Leaf Clover,Luke Combs
2023-04-08,34,La Bebe,Yng Lvcas x Peso Pluma
2023-04-08,35,Until I Found You,Stephen Sanchez
2023-04-08,36,Cuff It,Beyonce
2023-04-08,37,Snooze,SZA
2023-04-08,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-04-08,39,All Of The Girls You Loved Before,Taylor Swift
2023-04-08,40,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-04-08,41,Spin Bout U,Drake & 21 Savage
2023-04-08,42,"Going, Going, Gone",Luke Combs
2023-04-08,43,Bloody Mary,Lady Gaga
2023-04-08,44,Fast Car,Luke Combs
2023-04-08,45,Shirt,SZA
2023-04-08,46,Golden Hour,JVKE
2023-04-08,47,What He Didn't Do,Carly Pearce
2023-04-08,48,Everything I Love,Morgan Wallen
2023-04-08,49,Ain't That Some,Morgan Wallen
2023-04-08,50,Low Down,Lil Baby
2023-04-08,51,Red Ruby Da Sleeze,Nicki Minaj
2023-04-08,52,Beso,Rosalia & Rauw Alejandro
2023-04-08,53,Handle On You,Parker McCollum
2023-04-08,54,Growin' Up And Gettin' Old,Luke Combs
2023-04-08,55,I Wrote The Book,Morgan Wallen
2023-04-08,56,Painting Pictures,Superstar Pride
2023-04-08,57,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-04-08,58,Wild As Her,Corey Kent
2023-04-08,59,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-04-08,60,Cowgirls,Morgan Wallen Featuring ERNEST
2023-04-08,61,Next Thing You Know,Jordan Davis
2023-04-08,62,Nonsense,Sabrina Carpenter
2023-04-08,63,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-04-08,64,Tennessee Orange,Megan Moroney
2023-04-08,65,Nobody Gets Me,SZA
2023-04-08,66,Special,Lizzo Featuring SZA
2023-04-08,67,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-04-08,68,In Ha Mood,Ice Spice
2023-04-08,69,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B
2023-04-08,70,Ceilings,Lizzy McAlpine
2023-04-08,71,Love Again,The Kid LAROI
2023-04-08,72,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-04-08,73,Yandel 150,Yandel & Feid
2023-04-08,74,ICU,Coco Jones
2023-04-08,75,Dancin' In The Country,Tyler Hubbard
2023-04-08,76,Por Las Noches,Peso Pluma
2023-04-08,77,Sunrise,Morgan Wallen
2023-04-08,78,PRC,Peso Pluma X Natanael Cano
2023-04-08,79,'98 Braves,Morgan Wallen
2023-04-08,80,River,Miley Cyrus
2023-04-08,81,Dogtooth,"Tyler, The Creator"
2023-04-08,82,Slut Me Out,NLE Choppa
2023-04-08,83,Forever,Lil Baby Featuring Fridayy
2023-04-08,84,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert
2023-04-08,85,Dawns,Zach Bryan Featuring Maggie Rogers
2023-04-08,86,The Light,Juice WRLD
2023-04-08,87,Que Vuelvas,Carin Leon X Grupo Frontera
2023-04-08,88,Heaven,Niall Horan
2023-04-08,89,Human,Cody Johnson
2023-04-08,90,Dying Man,Morgan Wallen
2023-04-08,91,Low,SZA
2023-04-08,92,Gold,Dierks Bentley
2023-04-08,93,Coco Chanel,Eladio Carrion & Bad Bunny
2023-04-08,94,Cupid,Fifty Fifty
2023-04-08,95,El Gordo Trae El Mando,Chino Pacas
2023-04-08,96,Eat Your Young,Hozier
2023-04-08,97,Ch y La Pizza,Fuerza Regida X Natanael Cano
2023-04-08,98,Whiskey Friends,Morgan Wallen
2023-04-08,99,Moonlight,Kali Uchis
2023-04-08,100,Memory Lane,Old Dominion
2023-04-15,1,Last Night,Morgan Wallen
2023-04-15,2,Kill Bill,SZA
2023-04-15,3,Flowers,Miley Cyrus
2023-04-15,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-15,5,Die For You,The Weeknd & Ariana Grande
2023-04-15,6,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-04-15,7,Calm Down,Rema & Selena Gomez
2023-04-15,8,Anti-Hero,Taylor Swift
2023-04-15,9,Players,Coi Leray
2023-04-15,10,Rock And A Hard Place,Bailey Zimmerman
2023-04-15,11,Lavender Haze,Taylor Swift
2023-04-15,12,You Proof,Morgan Wallen
2023-04-15,13,As It Was,Harry Styles
2023-04-15,14,Favorite Song,Toosii
2023-04-15,15,Sure Thing,Miguel
2023-04-15,16,Fight The Feeling,Rod Wave
2023-04-15,17,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-04-15,18,I'm Good (Blue),David Guetta & Bebe Rexha
2023-04-15,19,Under The Influence,Chris Brown
2023-04-15,20,Thought You Should Know,Morgan Wallen
2023-04-15,21,Thinkin' Bout Me,Morgan Wallen
2023-04-15,22,Unholy,Sam Smith & Kim Petras
2023-04-15,23,Escapism,RAYE Featuring 070 Shake
2023-04-15,24,One Thing At A Time,Morgan Wallen
2023-04-15,25,Just Wanna Rock,Lil Uzi Vert
2023-04-15,26,La Bebe,Yng Lvcas x Peso Pluma
2023-04-15,27,Something In The Orange,Zach Bryan
2023-04-15,28,Thank God,Kane Brown With Katelyn Brown
2023-04-15,29,Heart Like A Truck,Lainey Wilson
2023-04-15,30,Rich Flex,Drake & 21 Savage
2023-04-15,31,TQG,Karol G x Shakira
2023-04-15,32,Fast Car,Luke Combs
2023-04-15,33,Dogtooth,"Tyler, The Creator"
2023-04-15,34,Cuff It,Beyonce
2023-04-15,35,Snooze,SZA
2023-04-15,36,Love You Anyway,Luke Combs
2023-04-15,37,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-04-15,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-04-15,39,Eyes Closed,Ed Sheeran
2023-04-15,40,Until I Found You,Stephen Sanchez
2023-04-15,41,Spin Bout U,Drake & 21 Savage
2023-04-15,42,5 Leaf Clover,Luke Combs
2023-04-15,43,Slut Me Out,NLE Choppa
2023-04-15,44,Bloody Mary,Lady Gaga
2023-04-15,45,Like Crazy,Jimin
2023-04-15,46,"Going, Going, Gone",Luke Combs
2023-04-15,47,Golden Hour,JVKE
2023-04-15,48,Sorry Not Sorry,"Tyler, The Creator"
2023-04-15,49,Shirt,SZA
2023-04-15,50,Handle On You,Parker McCollum
2023-04-15,51,Wild As Her,Corey Kent
2023-04-15,52,Red Ruby Da Sleeze,Nicki Minaj
2023-04-15,53,Next Thing You Know,Jordan Davis
2023-04-15,54,Everything I Love,Morgan Wallen
2023-04-15,55,Ain't That Some,Morgan Wallen
2023-04-15,56,Low Down,Lil Baby
2023-04-15,57,All Of The Girls You Loved Before,Taylor Swift
2023-04-15,58,Beso,Rosalia & Rauw Alejandro
2023-04-15,59,Bebe Dame,Fuerza Regida X Grupo Frontera
2023-04-15,60,I Wrote The Book,Morgan Wallen
2023-04-15,61,Void,Melanie Martinez
2023-04-15,62,Tennessee Orange,Megan Moroney
2023-04-15,63,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-04-15,64,PRC,Peso Pluma X Natanael Cano
2023-04-15,65,Por Las Noches,Peso Pluma
2023-04-15,66,Cowgirls,Morgan Wallen Featuring ERNEST
2023-04-15,67,Dancin' In The Country,Tyler Hubbard
2023-04-15,68,What He Didn't Do,Carly Pearce
2023-04-15,69,Nonsense,Sabrina Carpenter
2023-04-15,70,Special,Lizzo Featuring SZA
2023-04-15,71,Yandel 150,Yandel & Feid
2023-04-15,72,"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira
2023-04-15,73,Man Made A Bar,Morgan Wallen Featuring Eric Church
2023-04-15,74,Painting Pictures,Superstar Pride
2023-04-15,75,Nasty,Russ
2023-04-15,76,Ceilings,Lizzy McAlpine
2023-04-15,77,In Ha Mood,Ice Spice
2023-04-15,78,ICU,Coco Jones
2023-04-15,79,Trance,"Metro Boomin, Travis Scott & Young Thug"
2023-04-15,80,Ch y La Pizza,Fuerza Regida X Natanael Cano
2023-04-15,81,Love Again,The Kid LAROI
2023-04-15,82,Need A Favor,Jelly Roll
2023-04-15,83,Forever,Lil Baby Featuring Fridayy
2023-04-15,84,Sunrise,Morgan Wallen
2023-04-15,85,Cupid,Fifty Fifty
2023-04-15,86,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B
2023-04-15,87,Human,Cody Johnson
2023-04-15,88,River,Miley Cyrus
2023-04-15,89,WHARF TALK,"Tyler, The Creator Featuring A$AP Rocky"
2023-04-15,90,Gold,Dierks Bentley
2023-04-15,91,Growin' Up And Gettin' Old,Luke Combs
2023-04-15,92,Nobody Gets Me,SZA
2023-04-15,93,Que Vuelvas,Carin Leon X Grupo Frontera
2023-04-15,94,Heaven,Niall Horan
2023-04-15,95,I Know,Kanii
2023-04-15,96,'98 Braves,Morgan Wallen
2023-04-15,97,Dawns,Zach Bryan Featuring Maggie Rogers
2023-04-15,98,Death,Melanie Martinez
2023-04-15,99,Hot Boy,Nardo Wick Featuring Lil Baby
2023-04-15,100,El Gordo Trae El Mando,Chino Pacas
2023-04-22,1,Last Night,Morgan Wallen
2023-04-22,2,Search & Rescue,Drake
2023-04-22,3,Flowers,Miley Cyrus
2023-04-22,4,Kill Bill,SZA
2023-04-22,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-22,6,Calm Down,Rema & Selena Gomez
2023-04-22,7,Die For You,The Weeknd & Ariana Grande
2023-04-22,8,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-04-22,9,Anti-Hero,Taylor Swift
2023-04-22,10,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-04-22,11,Rock And A Hard Place,Bailey Zimmerman
2023-04-22,12,Players,Coi Leray
2023-04-22,13,You Proof,Morgan Wallen
2023-04-22,14,Favorite Song,Toosii
2023-04-22,15,Sure Thing,Miguel
2023-04-22,16,Lavender Haze,Taylor Swift
2023-04-22,17,La Bebe,Yng Lvcas x Peso Pluma
2023-04-22,18,As It Was,Harry Styles
2023-04-22,19,Thought You Should Know,Morgan Wallen
2023-04-22,20,Thinkin' Bout Me,Morgan Wallen
2023-04-22,21,I'm Good (Blue),David Guetta & Bebe Rexha
2023-04-22,22,One Thing At A Time,Morgan Wallen
2023-04-22,23,Fast Car,Luke Combs
2023-04-22,24,Under The Influence,Chris Brown
2023-04-22,25,Something In The Orange,Zach Bryan
2023-04-22,26,Escapism,RAYE Featuring 070 Shake
2023-04-22,27,Thank God,Kane Brown With Katelyn Brown
2023-04-22,28,Slut Me Out,NLE Choppa
2023-04-22,29,Unholy,Sam Smith & Kim Petras
2023-04-22,30,Just Wanna Rock,Lil Uzi Vert
2023-04-22,31,Handle On You,Parker McCollum
2023-04-22,32,Wait In The Truck,HARDY Featuring Lainey Wilson
2023-04-22,33,TQG,Karol G x Shakira
2023-04-22,34,Snooze,SZA
2023-04-22,35,Rich Flex,Drake & 21 Savage
2023-04-22,36,Heart Like A Truck,Lainey Wilson
2023-04-22,37,Dancin' In The Country,Tyler Hubbard
2023-04-22,38,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown"
2023-04-22,39,Spin Bout U,Drake & 21 Savage
2023-04-22,40,Love You Anyway,Luke Combs
2023-04-22,41,Fight The Feeling,Rod Wave
2023-04-22,42,Eyes Closed,Ed Sheeran
2023-04-22,43,Until I Found You,Stephen Sanchez
2023-04-22,44,Cuff It,Beyonce
2023-04-22,45,"Going, Going, Gone",Luke Combs
2023-04-22,46,Bloody Mary,Lady Gaga
2023-04-22,47,Golden Hour,JVKE
2023-04-22,48,Next Thing You Know,Jordan Davis
2023-04-22,49,PRC,Peso Pluma X Natanael Cano
2023-04-22,50,Wild As Her,Corey Kent
2023-04-22,51,Por Las Noches,Peso Pluma
2023-04-22,52,Like Crazy,Jimin
2023-04-22,53,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano"
2023-04-22,54,Happy,NF
2023-04-22,55,Tennessee Orange,Megan Moroney
2023-04-22,56,Ain't That Some,Morgan Wallen
2023-04-22,57,Everything I Love,Morgan Wallen
2023-04-22,58,Low Down,Lil Baby
2023-04-22,59,5 Leaf Clover,Luke Combs
